88,250,180,160,36,8
#------------------------------------
[SUPERARCHER]
37,60,70,50,25,1
48,100,80,60,27,1
58,125,100,75,30,1
68,150,120,90,33,1
#------------------------------------
[SUPERWALLBREAKER]
75,450,250,150,25,1
88,500,300,250,30,1
100,550,350,400,35,1
115,600,400,450,38,1
125,650,450,500,39,1
135,700,500,550,40,1
150,650,550,600,42,1
#------------------------------------
[ROCKETBALLOON]
92,150,400,150,34,1
102,225,475,200,36,1
112,300,550,250,38,1
122,375,600,300,40,1
132,450,675,350,42,1
142,525,750,400,44,1
#------------------------------------
[SUPERWIZARD]
82,300,500,180,26,1
92,350,550,190,28,1
102,400,600,200,30,1
112,450,650,210,31,1
122,500,700,220,32,1
#------------------------------------
[SUPERMINER]
94,575,670,540,32,1
112,700,800,600,35,1
122,850,900,700,38,1
132,900,1000,800,40,1
#------------------------------------
# Dark Elixir Troops
#------------------------------------
[MINION]
28,25,20,15,30,1
38,35,30,25,33,3
43,50,30,25,34,5
48,60,35,30,36,6
58,75,40,40,38,7
73,110,60,60,43,8
#------------------------------------
[HOGRIDER]
28,50,28,25,25,1
38,100,40,38,27,3
48,150,65,48,29,5
55,200,75,55,31,6
65,250,85,65,33,7
75,300,100,75,35,8
85,350,120,85,37,9
#------------------------------------
[VALKYRIE]
35,60,65,45,34,1
45,180,135,80,36,3
55,200,145,88,38,5
65,220,155,95,40,6
75,240,165,105,42,7
85,260,175,115,44,8
#------------------------------------
[GOLEM]
70,750,20,350,12,6
80,1000,30,400,15,7
90,1250,45,450,17,8
95,1500,50,500,18,9
105,1750,55,550,19,10
115,2000,60,600,20,11
#------------------------------------
[GOLEMITE]
70,150,50,70,24,6
80,200,60,80,30,7
90,225,70,95,33,8
95,300,75,100,36,9
105,350,80,110,38,10
115,400,85,120,40,11
#------------------------------------
[WITCH]
32,120,80,75,20,1
48,240,210,180,22,2
62,280,240,210,24,3
78,320,270,240,26,4
92,360,310,270,28,5
102,380,330,285,29,5
112,400,350,300,30,6
#------------------------------------
[SKELETON]
32,50,50,25,35,1
48,50,50,25,36,1
62,50,50,25,37,1
78,50,50,25,38,1
92,50,50,25,39,1
112,50,50,25,40,1
#------------------------------------
[BOWLER]
92,300,370,200,25,1
102,360,43,215,27,3
108,420,490,230,29,4
118,480,550,245,30,5
128,540,600,260,31,6
#------------------------------------
[ICEGOLEM]
118,500,50,500,20,1
128,650,75,600,21,5
138,800,100,700,22,7
#------------------------------------
[HEADHUNTER]
98,300,250,175,33,1
105,375,300,200,35,2
115,450,350,225,37,3
125,500,400,250,39,3
#------------------------------------
[APPRENTICEWARDEN]
115,300,40,150,22,1
122,400,45,200,24,2
132,450,48,250,26,3
140,500,50,300,28,4
150,600,55,400,30,5
160,700,60,500,30,6
170,800,70,600,30,7
180,1000,100,800,33,8
#------------------------------------
# Bosses
#------------------------------------
[INFERNODRAGON]
125,500,300,250,35,1
135,600,400,275,36,2
145,700,500,300,37,3
#------------------------------------
[DRAGON]
60,300,175,150,30,1
70,375,200,175,31,2
80,450,225,200,32,3
88,525,250,225,33,4
95,600,275,250,34,5
98,675,300,275,35,6
108,750,325,300,36,7
118,825,350,325,37,9
#------------------------------------
[SUPERDRAGON]
128,900,1200,1000,38,1
138,1100,1300,1100,39,1
148,1300,1400,1100,40,1
#------------------------------------
[EDRAG]
98,720,900,700,20,2
108,780,1000,800,22,3
118,840,1100,900,24,4
128,900,1200,1000,25,5
#------------------------------------
[ETITAN]
110,1100,750,750,25,1
120,1250,1000,1000,27,2
130,1400,1250,1250,29,3
#------------------------------------
[PEKKA]
70,350,200,100,26,2
80,400,250,150,28,3
90,450,300,200,30,4
100,500,400,250,32,5
108,700,450,300,34,6
120,800,500,350,36,7
130,900,600,400,38,8
140,1000,700,450,40,9
150,1200,800,550,42,10
170,1500,1000,650,44,10
190,1800,1200,750,46,10
#------------------------------------
[LAVAHOUND]
90,700,40,350,42,1
100,850,60,400,46,2
118,1000,80,450,48,3
128,1200,100,500,50,4
138,1400,120,550,50,5
148,1600,140,600,50,6
#------------------------------------
[LAVAPUP]
90,100,40,50,52,1
118,200,80,150,58,1
128,300,100,175,60,1
#------------------------------------
[MOMMA]
150,5000,1000,500,50,1
175,6000,1200,600,53,1
200,7500,1500,750,58,1
